Record_Type,Current_Location,Animal_Name,Age,Animal_Gender,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,Memo,animal_type,Animal_Breed,id
FOUND,In Public Home,,Under 1 year<p/>,Unknown,Unknown,8-Jul-25,Date Found,17800 block of  162ND AVE SE,,WA,98058,"Description: I’m reaching out for help regarding three kittens that were born in our neighbor’s property by a semi-outdoor cat. The mother is not staying with them regularly anymore, and while we’ve been feeding and monitoring them, we are unable to provide proper foster care or find permanent homes for them ourselves.<p/>They are around 2 to 3 months old and still a bit shy, but we’ve made some progress gaining their trust. We are very concerned about their safety as they are living outdoors, and the area has raccoons and other dangers.<p/>Unfortunately, our household is not able to foster due to family health conditions and pet allergies. We’ve contacted a few rescues already, but many are full or haven’t responded yet. We’re hoping your organization might be able to assist—either by taking them in, helping with trapping and socialization, or referring us to someone who can.<p/>Age: Under 1 year<p/>Found Near: 17800 block of  162ND AVE SE<p/>Found Date: 2025-07-08<p/>",Cat,Domestic Mediumhair,733414
LOST,LOST,Gringo,Over 1 year<p/>,Male,Unknown,2-Aug-25,Date Lost,4th  Pl S & S 210th St,Des Moines,WA,98198,"Description: 12 pounds and is a lynx point Siamese. He’s  gray, but his chest and underbody is white with dark stripes on his legs; and the tip of his tail is dark gray and dark stripes as well. His eyes are blue and slightly cross eyed, his nose is small and soft pink, paws are pink. If you pet him backwards his fur under his gray coat is white. he will look at you if you call him by his name. Light purple collar.<p/>Age: Over 1 year<p/>Location Lost: 4th Place South and 210th / 208th, Seattle WA  98198<p/>Lost Date: 2025-08-02<p/>",Cat,Siamese,733415
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,10 MONTHS,Male,Cream / White,6-Aug-25,Received on,6000 block of  S 240TH ST,KENT,WA,98032,"Received on: 2025-08-06<p/> Found Near: 6000 block of  S 240TH ST<p/> Description: Cream / White Male Pit Bull / Labrador Retriever Dog<p/> Age: 10 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Pit Bull / Labrador Retriever,733417
FOUND,In Public Home,,Unknown<p/>,Female,Unknown,6-Aug-25,Date Found,S  216TH STREET & 24TH AVENUE SOUTH,,WA,,"Description: Small female husky, one brown eye, one blue eye. <p/>Age: Unknown<p/>Found Near: S 216th Street & 24th Avenue South, Seattle WA  98198<p/>Found Date: 2025-08-06<p/>",Dog,Siberian Husky,733420
FOUND,In Public Home,Unknown,Unknown<p/>,Male,Black,6-Aug-25,Date Found,STEVENS  AVE SW,,WA,,"Description: Black dog with whites around his nose face and paws. Found with a galaxy collar and chain leash <p/>Age: Unknown<p/>Found Near: Stevens Ave Sw, Renton WA  98057<p/>Found Date: 2025-08-06<p/>",Dog,German Wirehaired Pointer,733421
FOUND,,,NO AGE,Unknown,No Prvided,6-Aug-25,Received on,2600 block of  S 208TH ST,SEATAC,WA,98198,Received on: 2025-08-06<p/> Found Near: 2600 block of  S 208TH ST<p/> Description: No Prvided Unknown Domestic Longhair Cat<p/> Age: NO AGE<p/>,Deceased Cat,Domestic Longhair,733426
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,2 YEARS,Male,Black / White,6-Aug-25,Received on,14700 block of  SE 216TH ST,KENT,WA,98042,"Received on: 2025-08-06<p/> Found Near: 14700 block of  SE 216TH ST<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733431
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Female,White / Gray,6-Aug-25,Received on,17800 block of  142ND AVE SE,RENTON,WA,98058,"Received on: 2025-08-06<p/> Found Near: 17800 block of  142ND AVE SE<p/> Description: White / Gray Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733437
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fancy,17 YEARS,Female,White / Black,6-Aug-25,Received on,17200 block of  140TH AVE SE,RENTON,WA,98058,"Received on: 2025-08-06<p/> Found Near: 17200 block of  140TH AVE SE<p/> Description: White / Black Female Australian Cattle Dog / Mix Dog<p/> Age: 17 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Australian Cattle Dog / Mix,733438
FOUND,In RASKC Foster Home,,6 WEEKS,Male,Brn Tabby / White,6-Aug-25,Received on,13300 block of  SE 227TH PL,KENT,WA,98042,Received on: 2025-08-06<p/> Found Near: 13300 block of  SE 227TH PL<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,733439
FOUND,In RASKC Foster Home,,6 WEEKS,Male,Brn Tabby,6-Aug-25,Received on,13300 block of  SE 227TH PL,KENT,WA,98042,Received on: 2025-08-06<p/> Found Near: 13300 block of  SE 227TH PL<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,733440
FOUND,In RASKC Foster Home,,6 WEEKS,Male,Black,6-Aug-25,Received on,13300 block of  SE 227TH PL,KENT,WA,98042,Received on: 2025-08-06<p/> Found Near: 13300 block of  SE 227TH PL<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,733441
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Female,Tortie,6-Aug-25,Received on,20800 block of  109TH LN SE,KENT,WA,98031,"Received on: 2025-08-06<p/> Found Near: 20800 block of  109TH LN SE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733442
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,3 YEARS,Female,Gray / White,6-Aug-25,Received on,13300 block of  SE 227TH PL,KENT,WA,98042,"Received on: 2025-08-06<p/> Found Near: 13300 block of  SE 227TH PL<p/> Description: Gray / White Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733444
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,1 YEAR 5 MONTHS,Neutered Male,Brn Tabby / White,6-Aug-25,Received on,6300 block of  204TH DR NE,REDMOND,WA,98053,"Received on: 2025-08-06<p/> Found Near: 6300 block of  204TH DR NE<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733455
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Female,White / Brown,6-Aug-25,Received on,2000 block of  W MEEKER ST,KENT,WA,98032,"Received on: 2025-08-06<p/> Found Near: 2000 block of  W MEEKER ST<p/> Description: White / Brown Female Rat Terrier / Mix Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Rat Terrier / Mix,733457
LOST,LOST,Lita,Under 1 year<p/>,Female,Black,6-Aug-25,Date Lost,DOUGLAS  FIR DRIVE & DOUGLAS FIR DR,Enumclaw,WA,98022,"<p/>Age: Under 1 year<p/>Location Lost: Grand fir Dr & Douglas Fir Dr, Enumclaw WA  98022<p/>Lost Date: 2025-08-06<p/>",Cat,Domestic Shorthair,733462
LOST,LOST,Cherie,Under 1 year<p/>,Female,Black,6-Aug-25,Date Lost,DOUGLAS  FIR DRIVE & DOUGLAS FIR DR,Enumclaw,WA,98022,"<p/>Age: Under 1 year<p/>Location Lost: Grand Fir Dr & Douglas Fir Dr, Enumclaw WA  98022<p/>Lost Date: 2025-08-06<p/>",Cat,Domestic Shorthair,733463
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,1 YEAR,Male,Black / White,6-Aug-25,Received on,12300 block of  SE 277TH PL,KENT,WA,98030,"Received on: 2025-08-06<p/> Found Near: 12300 block of  SE 277TH PL<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733468
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,6-Aug-25,Date Found,S  260TH ST & PACIFIC HWY S DES MOINES,,WA,,"<p/>Age: Unknown<p/>Found Near: S 260th St & Pacific Hwy S Des Moines, Seattle WA  98198<p/>Found Date: 2025-08-06<p/>",Dog,Siberian Husky,733489
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,6-Aug-25,Date Found,S  260TH ST & PACIFIC HWY S DES MOINES,,WA,,"<p/>Age: Unknown<p/>Found Near: S 260th St & Pacific Hwy S Des Moines, Seattle WA  98198<p/>Found Date: 2025-08-06<p/>",Dog,Siberian Husky,733495
FOUND,In Public Home,,Under 1 year<p/>,Female,Unknown,6-Aug-25,Date Found,Dorre  Don Way SE & SE 216th Way,King County,WA,98038,"Description: The cat is young, not a baby - but still pretty small. She has the Siamese coloring, white stripe on her nose, blue eyes. Long fluffy tail.<p/>Age: Under 1 year<p/>Found Near: Dorre Don Way and 216th ST, Maple Valley WA  98038<p/>Found Date: 2025-08-06<p/>",Cat,Domestic Shorthair,733497
FOUND,In Public Home,,Over 1 year<p/>,Male,Unknown,4-Aug-25,Date Found,300 block of  S St SE,Auburn,WA,98002,"Description: Neutered mackerel tabby. Overweight. Mostly black on his back, thick dark stripes, circular marking on each side, black lines on sides of face. Very affectionate. Appears to know to hop up on something if you pat it for him to jump up. Rolls onto his back for belly rubs. A little finicky with the food I've offered. Talkative and follows me around the house.<p/>Age: Over 1 year<p/>Found Near: 113th ave SE & SE 166th PL, Renton WA  98055<p/>Found Date: 2025-08-04<p/>",Cat,Domestic Shorthair,733498
LOST,LOST,Burger,Unknown<p/>,Female,Unknown,2-Aug-25,Date Lost,300 block of  S St SE,Auburn,WA,98002,"Description: Diluted tortie, she's gray orange and white. smaller in frame very friendly yellow and green eyes<p/>Age: Unknown<p/>Location Lost: 132nd Ave SE, Auburn WA  98092<p/>Lost Date: 2025-08-02<p/>",Cat,American Shorthair,733501
LOST,LOST,Taxi,Over 1 year<p/>,Male,White,6-Aug-25,Date Lost,30600 block of  Pacific St,Black Diamond,WA,98010,"Description: Taxi is a black and white and brown fur  and has one blue eyes and brown eyes he has short fur <p/>Age: Over 1 year<p/>Location Lost: 30602 pacific way hwy 98003, Federal Way WA  98003<p/>Lost Date: 2025-08-06<p/>",Dog,Siberian Husky,733523
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,13 WEEKS,Male,Brn Tabby,7-Aug-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,"Received on: 2025-08-07<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733524
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Male,Brn Tabby,7-Aug-25,Received on,35800 block of  52ND AVE S,AUBURN,WA,98001,"Received on: 2025-08-07<p/> Found Near: 35800 block of  52ND AVE S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733525
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,11 YEARS,Male,Black / Tan,7-Aug-25,Received on,16700 block of  SE 272ND ST,COVINGTON,WA,98042,"Received on: 2025-08-07<p/> Found Near: 16700 block of  SE 272ND ST<p/> Description: Black / Tan Male Chihuahua - Smooth Coated / Dachshund Dog<p/> Age: 11 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Chihuahua - Smooth Coated / Dachshund,733526
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,4 YEARS,Male,Brown / Black,7-Aug-25,Received on,200 block of  ANDOVER PARK E,TUKWILA,WA,98188,"Received on: 2025-08-07<p/> Found Near: 200 block of  ANDOVER PARK E<p/> Description: Brown / Black Male Terrier / Mix Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Terrier / Mix,733536
LOST,LOST,Benito,Under 1 year<p/>,Male,Unknown,4-Aug-25,Date Lost,SE  271st St & 213th Pl SE,Maple Valley,WA,98038,"Description: Grey and white tabby, white paws on all 4 feet, white chest and tummy, orange greenish eyes, was wearing a black bow tie when he got Lost, <p/>Age: Under 1 year<p/>Location Lost: SE 271st ST and 213th PL SE, Maple Valley WA  98038<p/>Lost Date: 2025-08-04<p/>",Cat,Domestic Mediumhair,733540
LOST,LOST,Sheba,Over 1 year<p/>,Female,Unknown,14-Jul-25,Date Lost,SE  168TH ST & SE 170TH PL,,WA,,"Description: Half and half black and white nose. White paws and belly. <p/>Age: Over 1 year<p/>Location Lost: Se 168th st & se 170th pl, Renton WA  98058<p/>Lost Date: 2025-07-14<p/>",Cat,Domestic Mediumhair,733541
FOUND,,,NO AGE,Female,Black / White,7-Aug-25,Received on,27400 block of  144TH AVE SE,KENT,WA,98042,Received on: 2025-08-07<p/> Found Near: 27400 block of  144TH AVE SE<p/> Description: Black / White Female Domestic Mediumhair Cat<p/> Age: NO AGE<p/>,Deceased Cat,Domestic Mediumhair,733542
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Female,Brn Tabby / White,7-Aug-25,Received on,25300 block of  68TH AVE S,KENT,WA,98032,"Received on: 2025-08-07<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733547
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Unknown,Brn Tabby / White,7-Aug-25,Received on,25300 block of  68TH AVE S,KENT,WA,98032,"Received on: 2025-08-07<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Brn Tabby / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733548
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Unknown,Brn Tabby,7-Aug-25,Received on,25300 block of  68TH AVE S,KENT,WA,98032,"Received on: 2025-08-07<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Brn Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733549
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,2 YEARS,Male,Brown / White,7-Aug-25,Received on,1800 block of  MAPLE LN,KENT,WA,98030,"Received on: 2025-08-07<p/> Found Near: 1800 block of  MAPLE LN<p/> Description: Brown / White Male Rabbit Sh / Mix Rabbit Sh<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Rabbit Sh,Rabbit Sh / Mix,733550
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,5 WEEKS,Male,Buff / Org Tabby,7-Aug-25,Received on,28800 block of  43RD PL S,AUBURN,WA,98001,"Received on: 2025-08-07<p/> Found Near: 28800 block of  43RD PL S<p/> Description: Buff / Org Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733551
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,5 WEEKS,Male,Brn Tabby,7-Aug-25,Received on,28800 block of  43RD PL S,AUBURN,WA,98001,"Received on: 2025-08-07<p/> Found Near: 28800 block of  43RD PL S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733552
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,5 WEEKS,Male,Org Tabby / White,7-Aug-25,Received on,28800 block of  43RD PL S,AUBURN,WA,98001,"Received on: 2025-08-07<p/> Found Near: 28800 block of  43RD PL S<p/> Description: Org Tabby / White Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733553
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,5 WEEKS,Female,Brn Tabby / White,7-Aug-25,Received on,28800 block of  43RD PL S,AUBURN,WA,98001,"Received on: 2025-08-07<p/> Found Near: 28800 block of  43RD PL S<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733554
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,5 WEEKS,Female,Gray Tabby,7-Aug-25,Received on,28800 block of  43RD PL S,AUBURN,WA,98001,"Received on: 2025-08-07<p/> Found Near: 28800 block of  43RD PL S<p/> Description: Gray Tabby Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733555
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Unknown,Org Tabby,7-Aug-25,Received on,12200 block of  76TH AVE S,SEATTLE,WA,98178,"Received on: 2025-08-07<p/> Found Near: 12200 block of  76TH AVE S<p/> Description: Org Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733557
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cleo,1 YEAR,Female,Brn Tabby,7-Aug-25,Received on,5900 block of  S 149TH ST,TUKWILA,WA,98168,"Received on: 2025-08-07<p/> Found Near: 5900 block of  S 149TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733558
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,1 YEAR 6 MONTHS,Female,Red / White,7-Aug-25,Received on,25000 block of  NE REDMOND-FALL CITY RD,REDMOND,WA,98053,"Received on: 2025-08-07<p/> Found Near: 25000 block of  NE REDMOND-FALL CITY RD<p/> Description: Red / White Female Siberian Husky / Mix Dog<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Siberian Husky / Mix,733559
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Male,Tricolor,7-Aug-25,Received on,27400 block of  211TH CT SE,MAPLE VALLEY,WA,98038,"Received on: 2025-08-07<p/> Found Near: 27400 block of  211TH CT SE<p/> Description: Tricolor Male Terrier / Mix Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Terrier / Mix,733561
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tycoon,5 YEARS,Female,Blue Merle / White,7-Aug-25,Received on,12400 block of  SE 208TH ST,KENT,WA,98031,"Received on: 2025-08-07<p/> Found Near: 12400 block of  SE 208TH ST<p/> Description: Blue Merle / White Female American Bulldog / Mix Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,American Bulldog / Mix,733562
